timestamp,role,role_simplified,sector,sector_simplified,yrs_experience,analysis_tools,carto_tools,scripting,prog_languages,prog_primary_factors,r_user,r_experience,r_frequency,r_tasks,r_tasks_simplified,r_strengths,r_limitations,r_packages,r_packages_clean,r_improvements,anything_else
1/9/20 16:36,Researcher,Researcher,Un system,Int'l Orgs,0 - 2 years,"QGIS,Python","QGIS,Python",Yes,Python,,No,,,,,,,,,,
1/9/20 16:41,Data scientist,Data scientist,Government,Government,6 - 10 years,"QGIS,R,Google Earth Engine","R,Mapbox",No,,,,,,,,,,,,,"5 years ago I used QGIS, databases and javascript - many of these tasks (if not all) have been replaced by R (much thanks to packages such as sf, tmap, ggplot2 and others)."
1/9/20 16:41,GIS tech/analyst,GIS tech/analyst,Private,Private,6 - 10 years,"QGIS,Esri products,R,Python,GeoDa","QGIS,Esri products,R",No,,,,,,,,,,,,,
1/9/20 16:53,GIS tech/analyst,GIS tech/analyst,Private,Private,3 - 5 years,"QGIS,PostgreSQL,PostGIS,Python,GRASS,GDAL","QGIS,Python,Gimp,Mapbox",Yes,Python,,No,,,,,,,,,,
1/9/20 17:07,GIS tech/analyst,GIS tech/analyst,Government,Government,11 - 15 years,"QGIS,Esri products,PostgreSQL,PostGIS,R,Python,GDAL,Google Earth Engine,Open Jump","QGIS,R,Affinity Designer",Yes,"R,Python",Audience that will review/use the product,Yes,4,Every few days,"Data wrangling, non-carto visualization, interactive reports","data wrangling,visualization","Reproducible data management and analysis, put your postgis work flow in an interactive html report!","Advanced map production, particularly print production.","SF,Mapview,tmap,mapdeck,tidyverse,Rstudio is a must","SF,Mapview,tmap,mapdeck,tidyverse","Needs to steal some of python's tricks for working with the ESRI world, but Reticulate package may answer this need.",
1/9/20 17:16,GIS tech/analyst,GIS tech/analyst,Government,Government,> 20 years,"QGIS,Esri products,PostgreSQL,PostGIS,GDAL","QGIS,Esri products,Adobe Creative Suite,Mapbox,Tableau/Kepler",No,,,,,,,,,,,,,
1/9/20 17:27,Researcher,Researcher,Academia,Academia,16 - 20 years,"QGIS,Esri products,GDAL,CARTO,Aerialod,GeoDa,Google Earth Studio ","QGIS,Gimp",No,,,,,,,,,,,,,
1/9/20 17:31,Teacher,Educator,Non-profit,Non-profit,11 - 15 years,"Esri products,Google Earth Engine","Esri products,Digimaps for Schools",No,,,,,,,,,,,,,
1/9/20 17:31,GIS tech/analyst,GIS tech/analyst,Non-profit,Non-profit,6 - 10 years,"Esri products,Google Earth Engine",Esri products,No,,,,,,,,,,,,,
1/9/20 17:33,Researcher,Researcher,Academia,Academia,16 - 20 years,"QGIS,Esri products,Google Earth Engine","QGIS,Esri products,Adobe Creative Suite",No,,,,,,,,,,,,,"I'm more of a mixed method/qualitative researcher, who when the project/questions requires uses a quantitative approach. So I'm probably in the minority in the context of this survey. "
1/9/20 17:33,Researcher,Researcher,Academia,Academia,16 - 20 years,"QGIS,Esri products,PostgreSQL,PostGIS,R,Python,GRASS,GDAL","QGIS,Esri products,R",Yes,"R,Python",,Yes,3,Daily,"Data manipulation, analysis, visualisation","data wrangling,EDA,visualization",-,-,,,,
1/9/20 17:33,Researcher,Researcher,Private,Private,> 20 years,"QGIS,PostgreSQL,PostGIS,CARTO,Tableau","Carto,Tableau ",No,,,,,,,,,,,,,
1/9/20 17:35,Data scientist,Data scientist,Government,Government,3 - 5 years,"QGIS,R,Python,GDAL","QGIS,Python,Adobe Creative Suite,Carto",Yes,"R,Python,Javascript (or variant)",Which pre-built libraries are already available for what I need.,Yes,3,Monthly,Econometrics,statistics,Niche statistical packages - e.g. lmer (which I don't find as nicely implemented in Python),I don't find R code expressive enough. Plus I find functional programming harder to debug,"In Python? Pysal,seaborn,sklearn","Pysal*,seaborn*,sklearn*",Somehow increase code readability ,
1/9/20 17:38,Researcher,Researcher,Academia,Academia,3 - 5 years,"QGIS,R,Python","QGIS,R",Yes,"R,Python","It depends on the packages, some spatial data processes are better implemented in python. The basic data analysis an cleaning I think is superior in R. So basically depend on the task and the packages available. ",Yes,5,Daily,Cleaning and standardizing data. Estimating econometric models. Data visualization. ,"data wrangling,modeling,visualization",The data manipulation process through pipes and the easy and adaptable that sf packages is. ,"Some times I can run out of memory. Also,  I believe that R does not have something as powerful as pysal in the spatial analysis community in python. The implementation of other methods of regionalization or spatial econometrics would be nice.  ","sf,mapview,tidyverse,spdep","sf,mapview,tidyverse,spdep","I believe that R is already very attractive. If you ask me, sometimes I have very large number of geometries and it would be nice to do all the final maps in R instead of doing them in Qgis or other software. I know that this is possible, but with large files still I think is easier in a GIS software.",
1/9/20 17:39,GIS tech/analyst,GIS tech/analyst,Private,Private,> 20 years,"QGIS,PostgreSQL,PostGIS,R,MapInfo","QGIS,R,Mapbox,MapInfo",Yes,"R,Python,Javascript (or variant)",Familiarity,Yes,1,Monthly,Spatial statistics,geo analysis,The user community,Widespread acceptance among older analysts ,MapInfo,MapInfo,Broaden the documentation.,
1/9/20 17:40,GIS tech/analyst,GIS tech/analyst,Private,Private,0 - 2 years,"QGIS,Esri products,Google Earth Engine","QGIS,Esri products,Mapbox",Yes,Python,,No,,,,,,,,,,
1/9/20 17:41,Director,Other,Non-profit,Non-profit,6 - 10 years,"QGIS,Esri products,R,Python","QGIS,Adobe Creative Suite",Yes,"R,Python","Time available, Task needs, Mood",Yes,2,Every few days,"Various spatial statistics, modeling, etc ","geo analysis,modeling",Replicability/automation of advanced analyses that are more cumbersome in a GUI GIS. ,"I'm not familiar enough to answer this meaningfully, but there is a learning curve with R for some tasks that take two clicks in a GUI GIS. ",,,,
1/9/20 17:46,Researcher,Researcher,Academia,Academia,6 - 10 years,"QGIS,R,GRASS,GDAL","QGIS,R,Adobe Creative Suite,Gimp",Yes,R (option does not respond),Community ,Yes,3,Every few days,"Point pattern analysis, predictive modeling ","geo analysis,modeling",Strong and active community,Learning curve (difficult for the students),"Sf,sp,rgdal,rgrass7,ggmap,ggplot2","Sf,sp,rgdal,rgrass7,ggmap,ggplot2",,
1/9/20 17:47,Data scientist,Data scientist,Private,Private,11 - 15 years,"QGIS,Tableau","QGIS,Tableau",No,,,,,,,,,,,,,The barrier to many tasks is manipulating the data (not the GIS data). So tools to speed visualisation and data manipulation with GIS capability can be very productive.
1/9/20 17:59,Researcher,Researcher,Academia,Academia,6 - 10 years,"QGIS,PostgreSQL,PostGIS,Python,turf.js,shapely,Tesseract OCR","QGIS,Mapbox,Leaflet.js,Affinity Designer,Affinity Photo",Yes,"Python,Javascript (or variant)",visualize with javascript b/c almost always for web; analyze with python libraries in and out of QGIS,No,,,,,,,,,,"geospatial data includes place names, so text is involved"
1/9/20 18:02,Student,Student,Academia,Academia,0 - 2 years,"QGIS,Esri products,PostgreSQL,PostGIS,GDAL",Esri products,Yes,SQL,,Yes,4,Every few days,Statistical analyses (epi),statistics,Don’t use much for spatial ,Couldn’t say,"Only package,is a package for routing by Lovelace",stplanr,"Power of PostGIS, visualisation of ArcGIS",
1/9/20 18:03,Analyst (not GIS),Other,Government,Government,3 - 5 years,"Esri products,R,Python,Google Earth Engine,Geotime","Esri products,R,Python,Mapbox,Carto",Yes,"R,Python,Javascript (or variant)","Availability at work, ease of use, suitability of use case",Yes,2,"Infrequently, but as-needed","Data wrangling, visualization, automating workflow","data wrangling,visualization",Flexible,Syntax challenge,,,,
1/9/20 18:05,Manager,Manager,Government,Government,> 20 years,"QGIS,Esri products",Esri products,Yes,Python,,No,,,,,,,,,,
1/9/20 18:07,Researcher,Researcher,Academia,Academia,6 - 10 years,"QGIS,Python,Map Maker","QGIS,Inkscape",Yes,Python,,No,,,,,,,,,,
1/9/20 18:17,Researcher,Researcher,Private,Private,11 - 15 years,"QGIS,Esri products,PostgreSQL,PostGIS,R,GDAL","QGIS,Esri products,R,Cesium,Mapbox",Yes,R,,Yes,4,Daily,data analysis,EDA,all tools in one box,"memory, (sometimes) version hell","raster,sf ,tidyverse","raster,sf,tidyverse",al oke ..,
1/9/20 18:24,Manager,Manager,Government,Government,11 - 15 years,"QGIS,Esri products,PostgreSQL,PostGIS,Python,GDAL","QGIS,Esri products,Python",Yes,Python,We only use JavaScript for web visualization in a few specific tools. The go to language is python. ,No,,,,,,,,,,
1/9/20 18:30,Manager,Manager,Academia,Academia,6 - 10 years,"QGIS,Esri products,PostgreSQL,PostGIS,R,Python,GRASS,CARTO,Google Earth Engine","QGIS,Esri products,R,Carto",No,,,,,,,,,,,,,
1/9/20 19:05,GIS tech/analyst,GIS tech/analyst,Government,Government,3 - 5 years,"QGIS,Esri products","Esri products,Adobe Creative Suite",No,,,,,,,,,,,,,
1/9/20 19:16,Data scientist,Data scientist,Government,Government,11 - 15 years,"Esri products,R,Python","Esri products,Adobe Creative Suite",Yes,"R,Python",,Yes,3,Weekly,Spatial analysis and statistical modeling,"geo analysis,modeling",Raster analysis,Vector analysis,"Sp,raster,rgdal","Sp,raster,rgdal",,
1/9/20 20:20,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,6 - 10 years,"QGIS,PostgreSQL,PostGIS,Python,GDAL","QGIS,Python,Mapbox,Carto",Yes,Python,Ease of development workflow,Yes,3,Monthly,Data exploration,EDA,Vector data exploration,"Anything with rasters, also scalability.",,,Scalability and shareability,
1/9/20 20:38,GIS tech/analyst,GIS tech/analyst,Government,Government,6 - 10 years,"QGIS,Esri products,R,Python","R,Python",Yes,Python,,No,,,,,,,,,,
1/9/20 20:52,Manager,Manager,Academia,Academia,> 20 years,"QGIS,Esri products,PostgreSQL,PostGIS","QGIS,Esri products,Adobe Creative Suite,Mapbox",No,,,,,,,,,,,,,
1/9/20 21:02,Researcher,Researcher,Academia,Academia,11 - 15 years,"QGIS,Esri products,R,Python,Google Earth Engine","QGIS,R,Adobe Creative Suite",Yes,"R,Python",Can I do it in R?,Yes,4,Daily,All of them,everything,Reproducibilty,You have to google a lot ,"Sf,mapview","Sf,mapview",,
1/9/20 21:05,GIS tech/analyst,GIS tech/analyst,Government,Government,0 - 2 years,"QGIS,Esri products,R","QGIS,R",No,,,,,,,,,,,,,
1/9/20 21:19,GIS tech/analyst,GIS tech/analyst,Government,Government,11 - 15 years,"QGIS,Esri products,PostgreSQL,PostGIS,Python,GDAL","QGIS,Esri products",Yes,"Python,Javascript (or variant)","Web=javascript, Python for everything else",No,,,,,,,,,,
1/9/20 21:52,Director,Other,Private,Private,> 20 years,Esri products,Esri products,Yes,Python,,No,,,,,,,,,,We use ArcGIS tools as they are the complete platform.  No need to waste time learning open source or dozens of other tools just to learn something new.  We are about providing value to our clients and Stakeholders and not just building code and tools for the sake of building.  
1/9/20 21:56,GIS tech/analyst,GIS tech/analyst,Private,Private,16 - 20 years,"QGIS,Python,GDAL,Google Earth Engine",QGIS,Yes,Python,,No,,,,,,,,,,
1/9/20 22:19,Researcher,Researcher,Academia,Academia,0 - 2 years,"QGIS,Esri products,R,Google Earth Engine","QGIS,Esri products,R",Yes,"R,Javascript (or variant)",Availability of different functions/tools direct my choice between multiple languages. ,Yes,1,"Infrequently, but as-needed",Geospatial processing and analysis,geo analysis,Open source with constant new tools. ,I am unsure. ,"Sf,rgdal,ggplot2","Sf,rgdal,ggplot2","I'm not sure, its pretty attractive to me.
",
1/9/20 23:21,Student,Student,Retired from State Government Environmental Agency ,Government,0 - 2 years,"QGIS,PostgreSQL,PostGIS",QGIS,Yes,PGSQL,,Yes,1,"Infrequently, but as-needed",An alternate to use of a spreadsheet.,data wrangling,The community response to questions with examples  Also the ability to repeat scripts to different data sets versus using a GUI based workflow.,"As with any software but more so for non GUI based, is to maintain knowledge of the language.",not that familiar enough with the packages,Don't know,"Continue the ""how to""  examples with intended audience being beginners.",
1/10/20 0:45,Student,Student,Academia,Academia,0 - 2 years,"QGIS,Esri products,Python,GDAL,Mapbox","Python,Carto",Yes,"Python,Javascript (or variant)","Time to execute, data friendly",No,,,,,,,,,,
1/10/20 0:56,GIS tech/analyst,GIS tech/analyst,Government,Government,11 - 15 years,"QGIS,Esri products,Python,Global Mapper","QGIS,Esri products,Global Mapper",Yes,Python,,No,,,,,,,,,,
1/10/20 1:42,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,6 - 10 years,"QGIS,PostgreSQL,PostGIS,Python,GDAL","QGIS,Python",Yes,Python,,No,,,,,,,,,,
1/10/20 1:52,Student,Student,Academia,Academia,11 - 15 years,"QGIS,Esri products,PostgreSQL,PostGIS,R,Python,GRASS,GDAL","QGIS,Esri products,Adobe Creative Suite",Yes,"R,Python,Javascript (or variant)","I think it depends on the availability of the package/library that delivers the required outputs. For instance, I would use python for GEOBIA.",Yes,2,Every few days,"Data collection, store, preprocess, and statistical analysis. I do few attempts to visualise the data.","data wrangling,EDA,statistics,visualization","Personally, I think r is more flexible when reading and manipulating spatial data. The associated statistical libraries provide larger analysis options. ","As a beginner in using r for spatial sciences, I'm not aware of the limitations yet.",,,,
1/10/20 2:25,Radio Network Engineer,Other,Private,Private,0 - 2 years,"QGIS,Python,MapInfo","QGIS,Python,Mapbox",Yes,Python,,No,,,,,,,,,,
1/10/20 2:51,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,16 - 20 years,"QGIS,PostgreSQL,PostGIS,Python,GRASS,GDAL","QGIS,Python",Yes,"Python,.Net",,No,,,,,,,,,,
1/10/20 2:59,Researcher,Researcher,Academia,Academia,11 - 15 years,"R,GRASS","QGIS,R",Yes,R,,Yes,4,Every few days,"Modelling, classification, production of figures.","modeling,visualization","Highly flexible, well known, large community, easy to combine advanced techniques not available in gis software.",Handling large datasets takes much time/resources ,"Sp,sf,tmap,tmaptools","Sp,sf,tmap,tmaptools",,
1/10/20 3:46,Data scientist,Data scientist,Private,Private,3 - 5 years,"QGIS,R","QGIS,R,Vectorworks",Yes,R,,Yes,4,Every few days,Analyse and Visualise traffic data,visualization,"I can use a similar workflow for every dataset, doesn't matter if spatial data is present or not","Visualisation, creating ""pretty"" maps and labels",sf,sf,,
1/10/20 4:14,Teacher,Educator,Academia,Academia,11 - 15 years,"QGIS,Esri products,Python,GDAL","QGIS,Esri products,Inkscape",Yes,Python,,No,,,,,,,,,,
1/10/20 6:08,Data scientist,Data scientist,Private,Private,6 - 10 years,"QGIS,PostgreSQL,PostGIS,R,GDAL","QGIS,R,Mapbox,Leaflet ",No,,,,,,,,,,,,,
1/10/20 6:27,Researcher,Researcher,Academia,Academia,6 - 10 years,"QGIS,Esri products,R,Python,GRASS,GDAL","QGIS,Esri products,Adobe Creative Suite,Gimp",No,,,,,,,,,,,,,
1/10/20 7:17,GIS tech/analyst,GIS tech/analyst,Academia,Academia,6 - 10 years,"QGIS,Esri products,Python,Google Earth Engine","QGIS,Esri products",Yes,"Python,Javascript (or variant)",Js with earth engine. Python in general,No,,,,,,,,,,
1/10/20 8:38,Geospatial Developer/Engineer,Geo Dev/Engineer,Government,Government,6 - 10 years,"QGIS,mssql ","QGIS,Leaflet",Yes,"C (or variant),Javascript (or variant)",Destination of final product ,No,,,,,,,,,,
1/10/20 9:05,Data scientist,Data scientist,Private,Private,6 - 10 years,"PostgreSQL,PostGIS,Python,GRASS","Python,Mapbox",Yes,"Python,Javascript (or variant)","Visualization needs, how interactive, how is the biz hosted",Yes,3,"Infrequently, but as-needed",Usually only for revisiting past tasks performed in R,,R has always been great for vizualization and previously was ahead of the curve for Stats/data science but in the past few years ive moved nearly all of that work to python,"R isn't bad, I don't love the syntax and I prefer the wider world of python tools (flask, Django, Sqlalchemy)",,,,
1/10/20 9:15,Manager,Manager,Private,Private,> 20 years,"Esri products,Google Earth Engine,AutoCad","Esri products,FME",Yes,"Python,C (or variant)",Prior Work,No,,,,,,,,,,
1/10/20 9:18,Researcher,Researcher,Academia,Academia,3 - 5 years,"Esri products,Google Earth Engine,ENVI and TerrSet",Not applicable - I do not make visualizations,Yes,"R,Python,Javascript (or variant)","I choose the language I use based on what packages/tools are available that best fit my research needs. If two languages will both suit my needs, then I use whichever language I find easier to navigate/learn.",Yes,3,"Never (I used to use R, but now I don't)",I haven't used it in months.,,Lots of packages available and there is a good online community of users for troubleshooting.,I've run into issues with memory before and R taking up too much of it. ,,,,
1/10/20 9:32,Educator,Educator,Academia,Academia,6 - 10 years,"QGIS,Esri products,PostgreSQL,PostGIS,R,Python,Google Earth Engine","QGIS,Esri products,Adobe Creative Suite,Gimp,Mapbox,Inkscape",Yes,"R,Python,Matlab,Javascript (or variant)",I usually assist in projects so the languages are determined by the p.i.  Default for my own work is Python (most familiar).,Yes,1,Monthly,"data exploration, basic stats analysis with quick visuals","EDA,statistics,visualization",Researchers coming from stats that have a good R background can enter spatial analysis easily now w/o learning a new system,"Learning curve for students hesitant to code (it *had* also been working with projected data, but this has changed)","sf,ggplot,raster","sf,ggplot2,raster","I don't have enough experience for a good answer here, but the task views and vingettes on cran.r-project.org are great!","My position mainly requires introducing tools to others, so I'm not a heavy user of any."
1/10/20 9:32,Student,Student,Academia,Academia,3 - 5 years,"Esri products,R,Python","Esri products,Python",Yes,"R,Python","Usually involves an integration of both, personally I prefer to use python for image processing but R for any statistical analysis (spatial or non-spatial)",Yes,3,Every few days,"statistical analysis, data curation","statistics,data wrangling",flexibility in terms of packages and the variety of methods that can be used for processing data,"Ease in visualization of data, same goes for python. Much easier to open a shapefile/raster dataset in a software such as Arc",,,,
1/10/20 9:52,Researcher,Researcher,Private,Private,3 - 5 years,"QGIS,Python,GDAL,FME,MS SQL Server",QGIS,Yes,"Python,T-SQL",familiarity with the language and access to data (most of my data is in  SQL Server environment to start with),Yes,1,"Infrequently, but as-needed",creating plots and other visualisations,visualization,base R data structures seem to work well with spatial data,lack of familiarity with the language (more my own limitation),,,,"I don't often need to use maps or plots to communicate my findings as I'm usually looking to answer questions that don't have much of a visual element or provide extracts of data for others to work with, meaning that working directly with data in database is often the quickest and most convenient approach for me"
1/10/20 10:07,GIS tech/analyst,GIS tech/analyst,Private,Private,16 - 20 years,"QGIS,PostgreSQL,PostGIS,GRASS,GDAL","QGIS,Gimp",No,,,,,,,,,,,,,
1/10/20 10:21,Remote Sensing Scientist,RS Scientist,Academia,Academia,3 - 5 years,"QGIS,Esri products,R,Python,GRASS,GDAL,LAStools,PDAL","Esri products,Google Earth",Yes,"R,Python",Whatever has the best relevant packages for the job,Yes,3,Daily,"Mostly spatial analysis, some general data cleaning/statistics","geo analysis,data wrangling,statistics",Has a wealth of packages that can cover most of your bases ,"Somewhat inconsistent documentation, and almost too many packages with the same function that are easily confused","raster, lidR,rgdal","raster,lidR,rgdal",,
1/10/20 10:39,Researcher,Researcher,Academia,Academia,6 - 10 years,"QGIS,Esri products,R","QGIS,Esri products,R,Adobe Creative Suite",Yes,R,Can I finish a task with the language I know already?,Yes,4,"Infrequently, but as-needed","Statistics, raster, post-processing","statistics,geo analysis",easy to comprehend,n/a,raster,raster,,
1/10/20 10:44,Researcher,Researcher,Government,Government,> 20 years,"QGIS,Esri products,Google Earth Engine","QGIS,Esri products,Gimp",Yes,"Python,Javascript (or variant)",,No,,,,,,,,,,
1/10/20 10:54,Researcher,Researcher,Academia,Academia,> 20 years,"QGIS,Esri products,R","QGIS,Esri products,R",Yes,R,,Yes,5,Every few days,All,everything,Spdep,M,Spdep,Spdep,,
1/10/20 10:54,Data scientist,Data scientist,Non-profit,Non-profit,6 - 10 years,"QGIS,Esri products,R,Python","QGIS,Esri products,R",Yes,"R,Python","Only use python if there is something I can't do in R, but that is becoming less common.",Yes,5,Daily,"Spatial operations and analysis, statistical analysis, data cleaning, visualization/cartography","geo analysis,statistics,data wrangling,visualization,maps",Fits into my workflow and I find new tools easier to learn because the R community and focus on help documentation.,RAM limitations holding large datasets.,"Sp,sf,raster,ggplot,tmap,adehabitat*,landscape metrics","Sp,sf,raster,ggplot2,tmap,adehabitat,landscapemetrics",NA,
1/10/20 10:57,Manager,Manager,Private,Private,16 - 20 years,"Esri products,Python,Global Mapper","Esri products,Adobe Creative Suite",Yes,Python,,No,,,,,,,,,,
1/10/20 10:59,GIS tech/analyst,GIS tech/analyst,Private,Private,3 - 5 years,"QGIS,PostgreSQL,PostGIS,Python","QGIS,Python",Yes,"Python,Javascript (or variant)",Number of available frameworks,No,,,,,,,,,,
1/10/20 11:02,Geospatial Developer/Engineer,Geo Dev/Engineer,Government,Government,6 - 10 years,"GDAL,JavaScript; GeoBlaze; geotiff.io","OpenLayers,Leaflet",Yes,Javascript (or variant),,No,,,,,,,,,,
1/10/20 11:23,GIS tech/analyst,GIS tech/analyst,Government,Government,3 - 5 years,Esri products,QGIS,No,,,,,,,,,,,,,
1/10/20 11:34,Manager,Manager,Government,Government,> 20 years,"QGIS,Esri products,PostgreSQL,PostGIS,Python,GDAL","QGIS,Esri products",Yes,Python,,No,,,,,,,,,,
1/10/20 12:18,Researcher,Researcher,Government,Government,> 20 years,"QGIS,Esri products,R,Python","QGIS,R,Python,Gimp",Yes,"R,Python",Ease,Yes,3,Every few days,Data viz,visualization,Easiness,None,Ggplot,"ggplot2,OpenStreetMap",Nota sure,No tkhs 
1/10/20 13:09,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,6 - 10 years,"QGIS,PostgreSQL,PostGIS,Python,GDAL","QGIS,Python,Mapbox",Yes,"Python,C (or variant),Javascript (or variant)",,No,,,,,,,,,,
1/10/20 13:41,Researcher,Researcher,Academia,Academia,3 - 5 years,"Esri products,R,Google Earth Engine,qgis","QGIS,Esri products,R,Python",Yes,"R,Python",,Yes,4,Daily,"regional spatial analysis, shiny app development","geo analysis,software dev",popularity packages ,"many concurrent spatial packages, people using different ones. have trouble with some sf functions",sf,sf,,
1/10/20 13:46,Manager,Manager,Non-profit,Non-profit,11 - 15 years,"QGIS,Esri products,PostgreSQL,PostGIS","QGIS,Esri products",No,,,,,,,,,,,,,
1/10/20 14:24,Statistician,Statistician,Academia,Academia,11 - 15 years,R,R,Yes,R,,Yes,5,Daily,"Teaching, Analysis, Visualization, Software Development","EDA,visualization,software dev","Flexibility. State-of-the-art methods. Can provide new methods. Very flexible for graphics (sp, sf, ggplot2) for spatial data.",Can be a bit slow since R isn't particularly fast.,"geoR,gstat,sp,sf,rgdal,spatstat,smerc,spdep","geoR,gstat,sp,sf,rgdal,spatstat,smerc,spdep",Getting paid to maintain the packages I already provide for free!,
1/10/20 14:41,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,3 - 5 years,"QGIS,Google Earth Engine",QGIS,No,,,,,,,,,,,,,
1/10/20 17:09,Remote Sensing Scientist,RS Scientist,International organisation,Int'l Orgs,11 - 15 years,"QGIS,Python,GDAL,SNAP,SeaDAS","Python,Gimp",Yes,"R,Python,Fortran",Given independent choice (i.e. no existing work for others) I choose the most well supported and flexible - Python.,Yes,2,"Never (I used to use R, but now I don't)",Statistical analysis ,statistics,Good statistics packages,"Complex syntax, fewer libraries, not so easy to interface with other tools/languages, few people using it",N/A,Don't know,If everyone else was using it ,
1/10/20 17:30,Remote Sensing Scientist,RS Scientist,Academia,Academia,11 - 15 years,"Python,GDAL,C,C++,fortran ","QGIS,Python,Cesium,Mapbox,Leaflet",Yes,"Python,C (or variant),Fortran",Speed of processing,No,,,,,,,,,,
1/10/20 18:09,Researcher,Researcher,Non-profit,Non-profit,6 - 10 years,Python,Python,Yes,Python,,No,,,,,,,,,,
1/10/20 18:12,Remote Sensing Scientist,RS Scientist,Government,Government,6 - 10 years,"Esri products,Python,GDAL,ERDAS,Terra Solid,Global Mapper,Mars","Esri products,Capture One",Yes,Python,,No,,,,,,,,,,
1/10/20 18:32,GIS tech/analyst,GIS tech/analyst,Private,Private,16 - 20 years,"QGIS,PostgreSQL,PostGIS,Python,GRASS,GDAL","QGIS,Gimp",Yes,"Python,SQL","The analysis itself. If it's mainly vector, The ln SQL in PostGIS is my first choice.",Yes,1,"Never (I used to use R, but now I don't)",I used it for some graphics and kriging,"geo analysis,visualization",Scripting language that allows replication. Lot's of different packages.,Not sure.,,,,
1/10/20 18:44,Researcher,Researcher,Government,Government,> 20 years,"QGIS,Esri products,PostgreSQL,PostGIS,GRASS,Google Earth Engine,Envi and SQL","QGIS,Esri products",Yes,SQL,  ,No,,,,,,,,,,
1/10/20 18:47,Manager,Manager,Non-profit,Non-profit,16 - 20 years,QGIS,"QGIS,Adobe Creative Suite,Mapbox",No,,,,,,,,,,,,,
1/10/20 18:54,Researcher,Researcher,Government,Government,3 - 5 years,"Esri products,R","Esri products,R",Yes,R,,Yes,3,Every few days,Virtually all analyses but will look to python if I get stuck,everything,Versatility,Issues with single threading,rgdal; raster; sp,"rgdal,raster,sp",,
1/10/20 19:01,Geospatial Developer/Engineer,Geo Dev/Engineer,Government,Government,3 - 5 years,"Python,GDAL",Python,Yes,Python,,Yes,2,"Infrequently, but as-needed",Some rare stats analysis,statistics,I don't have enough experience with R to answer that.,"Hard to install packages that wrap gdal, geos, proj, etc.",r-sp,sp,Easier to install packages.,
1/10/20 19:10,Student,Student,Academia,Academia,3 - 5 years,"QGIS,Python,GDAL","QGIS,Python,Gimp",Yes,Python,,No,,,,,,,,,,
1/10/20 19:49,Researcher,Researcher,Government,Government,11 - 15 years,"QGIS,PostgreSQL,PostGIS,R,Python,GDAL","QGIS,R,Python,Gimp,Mapbox",Yes,"R,Python,Julia",Community support for task at hand,Yes,4,Monthly,"ELT, geostatistics","data wrangling,visualization",Community tools,"Speed, memory restrictions, scales poorly",,,Scalability,
1/10/20 20:32,Researcher,Researcher,Academia,Academia,> 20 years,"QGIS,Esri products,Google Earth Engine","QGIS,Esri products,R,Adobe Creative Suite,Gimp",No,,,,,,,,,,,,,Because everything is somewhere. 
1/10/20 20:52,Remote Sensing Scientist,RS Scientist,Academia,Academia,> 20 years,Idl + envi,Idl + envi,Yes,Idl  + envi,,Yes,1,"Never (I used to use R, but now I don't)",   N/a,,N/a,N/a,,,,
1/10/20 21:20,Educator/faculty,Educator,Academia,Academia,6 - 10 years,"QGIS,Esri products,R,Python","QGIS,Esri products,R",Yes,"R,Python","Purpose - e.g. stats - R, automation - python. Familiarity is also a determinant",Yes,3,"Infrequently, but as-needed",Statistical analysis,statistics,"Wider applicability, also developed with statistical rigour vs spatial software which often has fancy tools but little flexibility, requires strong background to operate as it is not a point and click environment","Handling some spatial data types, specific functions not as well developed, steep learning curve",Esri products and R,,Easier to learn interface,I use these tools at a moderate level - not an expert
1/10/20 22:37,Researcher,Researcher,Academia,Academia,> 20 years,"QGIS,PostgreSQL,PostGIS,R,Python","QGIS,Python,Leaflet (JavaScript)",Yes,"R,Python,Javascript (or variant)",User requirements + libraries,Yes,2,Monthly,Spatial Statistics,geo analysis,Libraries available,Integration with QGIS and other spatial tools,,,,
1/11/20 0:28,Manager,Manager,Non-profit,Non-profit,11 - 15 years,"Python,Matlab,bash,fortran","Python,Matlab",Yes,"Python,Matlab,Bash","None, it's a personal preference ",No,,,,,,,,,,
1/11/20 1:49,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,3 - 5 years,"PostgreSQL,PostGIS,Python","Python,Cesium",Yes,"Python,Javascript (or variant)",Availability of library (xarray for python for example) ,No,,,,,,,,,,
1/11/20 2:48,Geospatial Developer/Engineer,Geo Dev/Engineer,Non-profit,Non-profit,3 - 5 years,"QGIS,PostgreSQL,PostGIS,R,Python,GRASS,GDAL",QGIS,Yes,"R,Python",Python,Yes,4,"Infrequently, but as-needed","Statistical analysis, LiDAR analysis","statistics,geo analysis",Different Packages for different scenarios,Depends of package documentation,,,,
